subject,relation,object
Outpatient Mental Health Services (Child Guidance Resource Centers),url,"""https://www.facebook.com/ChildGuidanceResourceCenters"""
Outpatient Mental Health Services (Child Guidance Resource Centers),identifier,"""Outpatient Mental Health Services (Child Guidance Resource Centers)_6537179497758720"""
Outpatient Mental Health Services (Child Guidance Resource Centers),name,""""""
Outpatient Mental Health Services (Child Guidance Resource Centers),name,"""Outpatient Mental Health Services (Child Guidance Resource Centers)"""
Outpatient Mental Health Services (Child Guidance Resource Centers),hasMap,XMLSchema#anyUri
Outpatient Mental Health Services (Child Guidance Resource Centers),areaServed,"""This program covers residents of the following counties: Bucks County, PA, Chester County, PA, Delaware County, PA, Montgomery County, PA and Philadelphia County, PA."""
Outpatient Mental Health Services (Child Guidance Resource Centers),provider,Outpatient Mental Health Services (Child Guidance Resource Centers)
Outpatient Mental Health Services (Child Guidance Resource Centers),address,"""2901 Island Avenue, Philadelphia, PA 19153"""
Outpatient Mental Health Services (Child Guidance Resource Centers),longitude,XMLSchema#decimal
Outpatient Mental Health Services (Child Guidance Resource Centers),availableChannel,AB-Outpatient Mental Health Services (Child Guidance Resource Centers)
Outpatient Mental Health Services (Child Guidance Resource Centers),availableChannel,P-Outpatient Mental Health Services (Child Guidance Resource Centers)
Outpatient Mental Health Services (Child Guidance Resource Centers),containedInPlace,19153
Outpatient Mental Health Services (Child Guidance Resource Centers),description,Outpatient Mental Health Services (Child Guidance Resource Centers)
Outpatient Mental Health Services (Child Guidance Resource Centers),telephone,"""tel:+1-267-713-4100"""
Outpatient Mental Health Services (Child Guidance Resource Centers),text,"""Child Guidance Resource Centers provide counseling services to children struggling with emotional, social, developmental or behavioral issues. Following a comprehensive assessment and consultation, we identify your child’s needs and make recommendations for treatment. Services include:- Individual therapy- Family therapy- Group therapy- Drug and alcohol therapy- Medication managementChild Guidance Outpatient Services accepts PA Medical Assistance (If you child is diagnosed with a mental health disability, you may qualify for Medical Assistance regardless of family income) and most commercial insurances.Please call our office for intake information and to verify which documents to bring from the list below."""
Outpatient Mental Health Services (Child Guidance Resource Centers),xmlschema11-2#time,"""Saturday Closed"
Outpatient Mental Health Services (Child Guidance Resource Centers),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Outpatient Mental Health Services (Child Guidance Resource Centers),xmlschema11-2#time,"""Monday from 08:00 to 17:00"""
Outpatient Mental Health Services (Child Guidance Resource Centers),xmlschema11-2#time,"""Thursday from 08:00 to 17:00"""
Outpatient Mental Health Services (Child Guidance Resource Centers),xmlschema11-2#time,"""Tuesday from 08:00 to 17:00"""
Outpatient Mental Health Services (Child Guidance Resource Centers),xmlschema11-2#time,"""Sunday Closed"
Outpatient Mental Health Services (Child Guidance Resource Centers),xmlschema11-2#time,"""Wednesday from 08:00 to 17:00"""
Outpatient Mental Health Services (Child Guidance Resource Centers),conditionsOfAccess,"""This program helps people who are 2 to 21 years old.', 'Must have Medical Assistance (Medicaid)."""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),latitude,39.9381468
Substance Abuse Intensive Outpatient (Wedge Recovery Center),latitude,40.0096804
Substance Abuse Intensive Outpatient (Wedge Recovery Center),audience,BenefitRecipients
Substance Abuse Intensive Outpatient (Wedge Recovery Center),audience,Uninsured
Substance Abuse Intensive Outpatient (Wedge Recovery Center),availability,Available
Substance Abuse Intensive Outpatient (Wedge Recovery Center),cost,ReducedCost
Substance Abuse Intensive Outpatient (Wedge Recovery Center),category,MedicationsForMentalHealth
Substance Abuse Intensive Outpatient (Wedge Recovery Center),category,OutpatientTreatment
Substance Abuse Intensive Outpatient (Wedge Recovery Center),category,CaseManagement
Substance Abuse Intensive Outpatient (Wedge Recovery Center),category,CaseManagement
Substance Abuse Intensive Outpatient (Wedge Recovery Center),audience,Adults18
Substance Abuse Intensive Outpatient (Wedge Recovery Center),audience,AllMentalHealth
Substance Abuse Intensive Outpatient (Wedge Recovery Center),language,English
Substance Abuse Intensive Outpatient (Wedge Recovery Center),audience,AlcoholDependency
Substance Abuse Intensive Outpatient (Wedge Recovery Center),category,SubstanceAbuseCounseling
Substance Abuse Intensive Outpatient (Wedge Recovery Center),audience,SubstanceDependency
Substance Abuse Intensive Outpatient (Wedge Recovery Center),category,MentalHealthEvaluation
Substance Abuse Intensive Outpatient (Wedge Recovery Center),category,AddictionAndRecovery
Substance Abuse Intensive Outpatient (Wedge Recovery Center),category,Counseling
Substance Abuse Intensive Outpatient (Wedge Recovery Center),category,MedicationsForAddiction
Substance Abuse Intensive Outpatient (Wedge Recovery Center),category,MedicationManagement
Substance Abuse Intensive Outpatient (Wedge Recovery Center),service type,Mental Health
Substance Abuse Intensive Outpatient (Wedge Recovery Center),postalCode,"""19124"""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),postalCode,"""19143"""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),url,"""https://www.twitter.com/@WedgeRecovery"""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),url,"""https://www.facebook.com/wedgerecoverycenters/"""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),identifier,"""Substance Abuse Intensive Outpatient (Wedge Recovery Center)_5834656084918272"""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),name,"""Substance Abuse Intensive Outpatient (Wedge Recovery Center)"""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),name,""""""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),hasMap,XMLSchema#anyUri
Substance Abuse Intensive Outpatient (Wedge Recovery Center),hasMap,XMLSchema#anyUri
Substance Abuse Intensive Outpatient (Wedge Recovery Center),areaServed,"""This program covers residents of the following counties: Philadelphia County, PA."""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),provider,Substance Abuse Intensive Outpatient (Wedge Recovery Center)
Substance Abuse Intensive Outpatient (Wedge Recovery Center),address,"""5520 Chester Avenue, Philadelphia, PA 19143"""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),address,"""4243 Frankford Avenue, Philadelphia, PA 19124"""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),longitude,XMLSchema#decimal
Substance Abuse Intensive Outpatient (Wedge Recovery Center),longitude,XMLSchema#decimal
Substance Abuse Intensive Outpatient (Wedge Recovery Center),availableChannel,AB-Substance Abuse Intensive Outpatient (Wedge Recovery Center)
Substance Abuse Intensive Outpatient (Wedge Recovery Center),availableChannel,P-Substance Abuse Intensive Outpatient (Wedge Recovery Center)
Substance Abuse Intensive Outpatient (Wedge Recovery Center),containedInPlace,19124
Substance Abuse Intensive Outpatient (Wedge Recovery Center),containedInPlace,19143
Substance Abuse Intensive Outpatient (Wedge Recovery Center),description,Substance Abuse Intensive Outpatient (Wedge Recovery Center)
Substance Abuse Intensive Outpatient (Wedge Recovery Center),telephone,"""tel:+1-215-276-3922"""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),text,"""The Wedge Substance Abuse Services offer Intensive Outpatient (IOP) and Outpatient (OP) programs. They offer a holistic and individualized approach to treatment with a shared goal of improving the quality of life of members.This program provides:- Group Counseling- Individual counseling- Medication-assisted treatment- Psychiatric evaluation- Case managementThe total length of time in therapy is unique for each person. The staff at the Wedge work to help individuals achieve their goals at the pace that works for each person in treatment. Intakes are offered Monday through Saturday. Urgent requests can often be accommodated quickly. Evening & Saturday group therapy sessions are also available. Medicare and Medicaid accepted. Please verify with insurance provider copays and which substance abuse services are covered. For those that are uninsured, financial help may be available through the Behavioral Health Special Initiative (BHSI) program."""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),xmlschema11-2#time,"""Saturday Closed"
Substance Abuse Intensive Outpatient (Wedge Recovery Center),xmlschema11-2#time,"""Tuesday from 08:00 to 20:00"""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),xmlschema11-2#time,"""Thursday from 08:00 to 20:00"""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),xmlschema11-2#time,"""Thursday from 08:00 to 16:00"""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),xmlschema11-2#time,"""Wednesday from 08:00 to 20:00"""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),xmlschema11-2#time,"""Sunday Closed"
Substance Abuse Intensive Outpatient (Wedge Recovery Center),xmlschema11-2#time,"""Monday from 08:00 to 16:00"""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),xmlschema11-2#time,"""Wednesday from 08:00 to 16:00"""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),xmlschema11-2#time,"""Monday from 08:00 to 20:00"""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),xmlschema11-2#time,"""Friday from 08:00 to 16:00"""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),xmlschema11-2#time,"""Tuesday from 08:00 to 16:00"""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),xmlschema11-2#time,"""Friday from 08:00 to 17:00"""
Substance Abuse Intensive Outpatient (Wedge Recovery Center),conditionsOfAccess,""""""
Annex West Health Clinic (Family Practice & Counseling Network FPCN),latitude,39.9574429
Annex West Health Clinic (Family Practice & Counseling Network FPCN),cost,SlidingScale
Annex West Health Clinic (Family Practice & Counseling Network FPCN),category,NavigatingTheSystem
