[12Step; inCodeSet; _CategoryCodeSet_Services_Main]
[ChZDSUhNMG9nS0VJQ0FnSUNCc01fQ1NBEAE; reviewBody; "They provide meals daily for lunch and the provide dinner atleast 3 times a week.  They provide a large amount of food that you will surely get full by.  They do have restroom and the staff are nice.  They also give out peanut butter and jelly sandwiches to go and usually ab sweet treat."]
[ChdDSUhNMG9nS0VJQ0FnSURNaUlQVTZ3RRAB; reviewBody; "Great Emergency Shelter but not very clean or safe."]
[ChdDSUhNMG9nS0VJQ0FnSUNLa2RqejFRRRAB; reviewBody; "Wonderful organization doing really great important work. Professional & thoughtful staff on every level!"]
[ChZDSUhNMG9nS0VJQ0FnSUMydUlxZkh3EAE; reviewBody; "Close but the lady on the phone was very helpful"]
[ChZDSUhNMG9nS0VJQ0FnSUNZeklyd2VnEAE; reviewBody; "I have tried to get case management from them for months but constantly got the run-around. I am transitioning and just got out of jail and they told me \"considering the circumstances, you wouldn't be a good fit\"."]
[ChdDSUhNMG9nS0VJQ0FnSUNJbmQ2bXlBRRAB; reviewBody; "They always feed you a good lunch and usually have a good selection of clothes for those in need of that kind of stuff"]
[ChdDSUhNMG9nS0VJQ0FnSUNtdC1QcmpRRRAB; reviewBody; "McPherson Square is still beautiful, even though its not the nicest area."]
[ChZDSUhNMG9nS0VJQ0FnSUNVd1AySkxnEAE; reviewBody; "Awsome"]
[ChdDSUhNMG9nS0VJQ0FnSUM4d05mZGpBRRAB; reviewBody; "I dont like it but the therapy is good tho"]
[ChZDSUhNMG9nS0VJQ0FnSURRMV9xZUtBEAE; reviewBody; "My husband was sent there because he was suicidal . He was supposed to stay for six days at least . They released him after three days with no references to assist /support him in the future . He killed himself within a week . I frantically tried to get him help for days ,no support .  My life is in ruins . He said it was dreadful there ."]
[ChdDSUhNMG9nS0VJQ0FnSURLOVlIVl9BRRAB; reviewBody; "Went for my COVID vaccine, staff is fast and friendly. Keep up the good work. Thanks."]
[ChZDSUhNMG9nS0VJQ0FnSURRbTVHdVhREAE; reviewBody; "Muy bueno"]
[ChdDSUhNMG9nS0VJQ0FnSUMtMTcyVmlnRRAB; reviewBody; "You don't know a good meal until after you've start eating, and you don't know good therapy until after you've healed.  I didn't get needed surgery on my shoulder until five months after an injury, meaning there was nearly four months where all the adjacent muscles atrophied.  Erik and his crew immediately started with techniques (prior to surgery) to minimize further damage and to prep me for the surgery.  After surgery care was great with a good variety of techniques, and when insurance ceased treatments, NovaCare made sure I was supplied with exercises and stretches to continue my treatment after I left.  While the surgery fixed the problem, I credit a large part of my functionality to the friendly and more-than-great therapists at NovaCare."]
[ChdDSUhNMG9nS0VJQ0FnSURjOHVqMGlnRRAB; reviewBody; "Didn't stay long.  Many stores were closed."]
[ChdDSUhNMG9nS0VJQ0FnSURwdTh2dWlBRRAB; reviewBody; "Slow process but needed in the city"]
[ChZDSUhNMG9nS0VJQ0FnSURHZ1p5MFBBEAE; reviewBody; "My family totally have a ball at this place . We had a 70s Thanksgiving  party. And we will be booking this place for future events."]
[ChdDSUhNMG9nS0VJQ0FnSUNDMGRpNG53RRAB; reviewBody; """This park is double edge sword.  On one hand it can be a lovely getaway, and on the other a trap to the unassuming newcomerIt is nicknamed \"needle park\" and rightfully so. Popular to the middle aged, it is a free ticket to bliss and close enough to CC with adequate transportation in all directions."""]
[ChdDSUhNMG9nS0VJQ0FnSURCaVlEYl93RRAB; reviewBody; "sum of the little girls is weird ash"]
[ChdDSUhNMG9nS0VJQ0FnSURHbVlmQXd3RRAB; reviewBody; "Place is a joke"]
[ChdDSUhNMG9nS0VJQ0FnSURROW95WDdRRRAB; reviewBody; "I love this place.... The staff is AWESOME"]
[ChdDSUhNMG9nS0VJQ0FnSUNnc3JMdjdRRRAB; reviewBody; "This place saved my life got me off the street and put me in a house I don't know where I would be without them"]
[ChdDSUhNMG9nS0VJQ0FnSUQwcnVTczFBRRAB; reviewBody; "Hreat place to drop off clothing for the homeless! The people are professional,  kind, respectful and caring.  Do your duty and pitch in to help mankind!  God bless"]
[ChZDSUhNMG9nS0VJQ0FnSUN3NU1QSkN3EAE; reviewBody; "Good area"]
[ChZDSUhNMG9nS0VJQ0FnSUNBcmZ5MkhREAE; reviewBody; "Horrible should be torn dowm"]
[ChdDSUhNMG9nS0VJQ0FnSURpbXJXLXB3RRAB; reviewBody; "I love philly fifth.no complaints from me at all."]
[ChdDSUhNMG9nS0VJQ0FnSUR4MU5uYXN3RRAB; reviewBody; "This location has been such a blessing in disguise for me. I regret not coming here sooner. I speak for my own experience. My therapist connects with me on a deep level, I feel comfortable with her, and I have the ability to see her more often due to my insurance than I have been for any other therapist I've seen out of pocket. Its close to my neighborhood, and I can be seen in person or over the phone which allows me more flexibility to get the help I need. Very grateful for the therapist I've met through here."]
[ChZDSUhNMG9nS0VJQ0FnSUNJaFpheVlnEAE; reviewBody; """If I could give zero stars I would. They told me they had dual diagnosis program. I was there for PTSD and alcohol treatment. They only push the alcohol treatment and had nothing to address the PTSD which is why I started drinking in the first place. My counselor Joe was less than professional and gave my treatment information to my ex wife. Joe you should not be working, you violated every privacy act available and made me look like a criminal. Because of you I've not seen my children in over a year from your blatant disregard for truthMany individuals left when I did for lack of PTSD treatment and out right lies by the staff. I would not recommend this facility at all.  Joe, you should be fired and forced into another profession. It's all about the mighty dollar and filling beds to maximum capacity for this place. Anyway I found help elsewhere for my PTSD. Do your research people and take reviews seriously and save yourself the waisted time and energy."""]
[ChZDSUhNMG9nS0VJQ0FnSURwejhPWllnEAE; reviewBody; """We heard such great things about Rogers OCD treatment program but we had a very negative experienceThe good: While there was a long wait list to get in, the scheduler was very gracious with us. Our teen was very reluctant to work on her OCD and there were a couple of times we had to be bumped down on the waitlist because she refused to go. After about a year between talking with her psychologist and us she seemed ready to truly start addressing her OCDThe bad: Once we were in to the program our teen lied on the intake questionnaire so we were never able to get her the help she needed. She presented herself as not having OCD. That’s not the staffs fault but what happened next really disturbed my wife and I. Some of our teens OCD thoughts, and they are many, seem to center around sexuality. When we talked about this with the counselors and we were made to feel like “the bad guys” for bringing that up. It came across like the Rogers clinicians felt like they needed to stand up for our child against us. Her personal psychiatrist and psychologist, whom I would consider very affirming had said she’s using this as a way to not deal with her OCD. Knowing OCD and how sexuality can be a common theme how does anyone who suffers from this get help from Rogers when your counselors let their biases get in the way?One comment that stood out from a psychiatrist at a prominent PHP program elsewhere was “I'm surprised when a child comes in and identifies as straight now”. Gay people are not mentally ill but wouldn’t more mental health professionals start to wonder “Why are all the teens that need mental health help identifying on the LGBT spectrum?” It’s exploded among our teens friends, parents and society now are very affirming. For some it seems to be a way to fit in, for others it is a symptom of their greater mental health strugglesThe final insult was that the Rogers therapists wanted to refer our teen to a gender clinic. If they would have listened honestly to us we have seen a pattern of this kind of behavior from our teen, masking her OCD with other issues and using these identities as a way to fit in with one friend group when she didn’t with anotherOn top of all that with many very liberal European nations like Sweden, the UK, Norway, France and from across the globe in New Zealand and Australia backing away from adolescent surgeries and pharmaceutical therapies why on earth would you think I would ever subject my child to that?"""]
[ChZDSUhNMG9nS0VJQ0FnSUNDOGVlVkdBEAE; reviewBody; "Needs to be cleaned up"]
[ChZDSUhNMG9nS0VJQ0FnSURNdGJEVGVBEAE; reviewBody; "Huge charity events once a month with packing, shipping, and helping. There's also a break room and event services"]
[ChdDSUhNMG9nS0VJQ0FnSUR5aUpxbTJBRRAB; reviewBody; "Great service. Nice and component people."]
[ChdDSUhNMG9nS0VJQ0FnSUNJeWZ5LXJBRRAB; reviewBody; "Dirty, ignorant and unprofessional"]
[ChdDSUhNMG9nS0VJQ0FnSURBN01MUXlBRRAB; reviewBody; "This place has helped me from the bottom to the top! I'm very grateful for the help I've received from the Philly VA as  a disabled veteran with ptsd. Your new life begins here!"]
[ChdDSUhNMG9nS0VJQ0FnSURZbGR5OWdBRRAB; reviewBody; "I can't complain about the care, it's good and it's nearly free for me, a veteran. The problem can be the wait time, the VA system is notorious for long wait times, there have even been television stories about it."]
[ChdDSUhNMG9nS0VJQ0FnSUMwczdINnhBRRAB; reviewBody; "Very 👍 breakfast 👎 bad by the way"]
[ChdDSUhNMG9nS0VJQ0FnSUNDeGRuQXp3RRAB; reviewBody; "My young teenage son, whose emotional maturity is younger, has been at your facility for a week and in that entire time, the psychiatrist I was told that was assigned to my son, Dr. Salaam, hasn't bothered to call me at all.  Not to discuss what brought him there, his history, or even his meds.  I've asked a couple of people to please tell the psychiatrist I would appreciate a call.  In my last conversation with my son's caseworker, who didn't really have a whole lot to say, especially when my son refused to participate in our first family session, I asked her if the psychiatrist has even evaluated my son, had diagnosed him (since so many psychiatrists come up with different diagnoses even though some of the core ones remain), if he had any recommendations yet.  She told me he had listed a  few diagnoses, none of which included the core diagnoses my son has had since he was still a toddler.  He has significant history of trauma including developmental and PTSD, yet no trauma diagnoses was made even though I gave ample history to the weekend person who called me the day after my son's arrival for his history.  I was impressed with your hospital and staff upon arrival and the one and only time I got to speak to my son for a few minutes he mentioned that he was being treated well and the food was OK.  But not hearing from the psychiatrist within my son's first week there is unconscionable and causing me to question my child's care there.  Is this standard procedure at Friends?  I have two children with significant trauma, mental, and behavioral health challenges that  have been in behavioral health hospitals many times and I've always received a call from the psychiatrists within 1 to 3 days after admission.   As a parent, I'm frustrated and disappointed.  It's never easy to send your child to one of these places and you count on professionals to work with you to support your child and you."]
